Date,confirmed,High,Volume,adjusted_close
2020-04-02,244610,53.0,527000.0,49.443809509277344
2020-04-03,276547,51.70000076293945,216500.0,48.61361312866211
2020-04-06,367215,52.209999084472656,239400.0,48.745689392089844
2020-04-07,397992,52.84000015258789,202400.0,47.98153686523438
2020-04-08,429686,51.5099983215332,175400.0,48.283424377441406
2020-04-09,464442,51.959999084472656,258600.0,48.11360931396485
2020-04-13,581813,51.93000030517578,359200.0,48.85890197753906
2020-04-14,608878,52.52999877929688,172800.0,48.849464416503906
2020-04-15,637974,50.16999816894531,205400.0,46.9532241821289
2020-04-16,669272,50.0099983215332,271800.0,46.58529663085938
2020-04-17,701996,50.47000122070313,275100.0,47.39662551879883
2020-04-20,783716,50.29999923706055,259600.0,46.43435287475586
2020-04-21,809318,48.63000106811523,234800.0,45.66076278686523
2020-04-22,837422,49.81000137329102,294700.0,46.255104064941406
2020-04-23,871617,49.84000015258789,159200.0,46.08528900146485
2020-04-24,907908,49.02999877929688,151300.0,45.94378280639648
2020-04-27,990983,49.56000137329102,158400.0,46.604164123535156
2020-04-28,1015518,50.5,235500.0,46.63246536254883
2020-04-29,1043038,51.33000183105469,204100.0,48.13248062133789
2020-04-30,1072667,50.790000915527344,175100.0,46.86831665039063
2020-05-01,1106829,49.0099983215332,329700.0,45.41547393798828
2020-05-04,1184086,47.79999923706055,354500.0,43.83999252319336
2020-05-05,1208271,47.790000915527344,172000.0,44.5947151184082
2020-05-06,1233527,47.52000045776367,134200.0,44.21735000610352
2020-05-07,1261409,47.77999877929688,104100.0,44.415470123291016
2020-05-08,1288587,48.11000061035156,118200.0,45.29283142089844
2020-05-11,1352962,48.349998474121094,135000.0,45.50981903076172
2020-05-12,1375152,48.15999984741211,105700.0,44.37773132324219
2020-05-13,1396110,47.45000076293945,159800.0,43.6701774597168
2020-05-14,1423727,46.13999938964844,160400.0,43.44375991821289
2020-05-15,1449027,45.849998474121094,165000.0,42.75507354736328
2020-05-18,1514901,48.61999893188477,198200.0,45.58528900146485
2020-05-19,1535350,48.599998474121094,184700.0,45.10415267944336
2020-05-20,1559157,49.09000015258789,265300.0,45.69849395751953
2020-05-21,1584512,47.599998474121094,241800.0,44.31169509887695
2020-05-22,1608653,45.43000030517578,465300.0,42.02865219116211
2020-05-26,1689163,45.72999954223633,215600.0,43.00036239624024
2020-05-27,1707445,45.95000076293945,226000.0,42.943756103515625
2020-05-28,1730260,47.43000030517578,333900.0,44.27395629882813
2020-05-29,1754764,47.63000106811523,306200.0,44.83999633789063
2020-06-01,1816479,45.43999862670898,363500.0,44.88999938964844
2020-06-02,1837374,45.33000183105469,277900.0,45.22999954223633
2020-06-03,1857332,46.599998474121094,254000.0,46.540000915527344
2020-06-04,1878683,45.7599983215332,239200.0,45.56999969482422
2020-06-05,1903907,47.38000106811523,267600.0,47.31999969482422
2020-06-08,1961785,47.27000045776367,236400.0,46.97000122070313
2020-06-09,1979912,47.47999954223633,180000.0,47.43999862670898
2020-06-10,2000706,46.7400016784668,174900.0,46.34000015258789
2020-06-11,2023656,45.16999816894531,247500.0,43.849998474121094
2020-06-12,2048986,44.59000015258789,244300.0,44.11000061035156
2020-06-15,2114026,44.09000015258789,154800.0,43.599998474121094
2020-06-16,2137731,45.02999877929688,113200.0,44.22999954223633
2020-06-17,2163290,44.63000106811523,145000.0,44.36999893188477
2020-06-18,2191099,44.38000106811523,142500.0,44.08000183105469
2020-06-19,2222579,44.63999938964844,177900.0,44.0099983215332
2020-06-22,2312303,44.27000045776367,118000.0,44.11999893188477
2020-06-23,2347491,44.16999816894531,207900.0,43.77999877929688
2020-06-24,2382426,43.36999893188477,195200.0,42.810001373291016
2020-06-25,2422299,43.16999816894531,117900.0,43.15999984741211
2020-06-26,2467554,42.7400016784668,132900.0,42.38000106811523
2020-06-29,2590668,42.79999923706055,147100.0,42.56999969482422
2020-06-30,2636414,42.02000045776367,275200.0,41.959999084472656
2020-07-01,2687588,42.36000061035156,101900.0,41.83000183105469
2020-07-02,2742049,43.29999923706055,188800.0,43.16999816894531
2020-07-06,2936077,45.77999877929688,205500.0,45.77999877929688
2020-07-07,2996098,44.77000045776367,160400.0,44.13999938964844
2020-07-08,3054699,45.31000137329102,357100.0,45.20000076293945
2020-07-09,3117946,45.47000122070313,215800.0,44.59000015258789
2020-07-10,3185737,44.5,103800.0,44.349998474121094
2020-07-13,3364157,44.72000122070313,87800.0,43.959999084472656
2020-07-14,3431574,44.290000915527344,117900.0,44.209999084472656
2020-07-15,3498902,43.97000122070313,153500.0,43.68000030517578
2020-07-16,3576157,43.36000061035156,81000.0,43.04999923706055
2020-07-17,3647715,42.86000061035156,93700.0,42.58000183105469
2020-07-20,3834677,42.97000122070313,172400.0,42.88999938964844
2020-07-21,3899211,43.61999893188477,226700.0,43.09000015258789
2020-07-22,3970121,45.06999969482422,234600.0,45.04999923706055
2020-07-23,4038816,45.68999862670898,440800.0,45.47000122070313
2020-07-24,4112531,44.86999893188477,143200.0,44.61999893188477
